cell_id,green_200m,open_200m,commercial_200m,industrial_200m,residential_200m,highway_200m,majroad_200m,road_200m,busroutes_200m,rail_200m,npri_pm_200m,npri_nox_200m,busstop_200m,green_500m,open_500m,commercial_500m,industrial_500m,residential_500m,highway_500m,majroad_500m,road_500m,busroutes_500m,rail_500m,npri_pm_500m,npri_nox_500m,busstop_500m,distance_shore,distance_airport,distance_port,distance_trxstn,distance_npri_pm,distance_npri_nox,lon,lat
1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161930.20802469738,0,0,0,0,604.961169186439,0,0,0,2,18178.855866723923,7782.869381362044,22741.421029294594,6162.765090899431,3706.014469218616,3706.014469218616,-79.53582930262314,43.79095630686505
1395,0,0,0,144461.18786911434,0,0,0,0,886.2522273215334,0,0,0,2,0,0,0,304816.2616787518,0,0,0,0,1402.6556029331236,0,0,0,2,18009.416204610257,7426.307764379878,22406.703151996677,5738.752571534952,3325.610015748459,3325.610015748459,-79.52961669945441,43.7908765323452
1396,0,0,0,436133.0579607226,0,0,0,0,909.1815616271716,0,0,0,2,0,0,0,723364.1179400162,0,0,0,0,1467.6946971987788,0,0,0,2,17852.1568428769,7087.103654895471,22078.235025738508,5327.934739557851,2980.741637182647,2980.741637182647,-79.523404121889385,43.79079642024184
1397,0,0,0,613182.0482439168,0,0,0,0,0,0,0,0,0,0,0,0,1165160.8166758951,0,0,0,0,701.0741090531857,2563.526875866803,0,0,0,17707.53624079319,6767.867420331237,21756.299721271746,4933.608831340374,2685.1367634487265,2685.1367634487265,-79.51719157003612,43.79071597055872
1398,0,0,0,550337.3651659838,0,0,0,0,0,9910.71434455757,0,0,0,0,0,0,1404239.6899109045,0,0,0,0,0,18506.41000183963,0,0,0,17574.96037875471,6471.554729979909,21441.19150774644,4560.055220320095,2456.6436797411607,2456.6436797411607,-79.51097904400257,43.79063518329969
1399,0,0,0,560735.4842679794,0,0,0,0,0,11534.063245513158,0,0,0,0,0,0,1256523.1329183516,0,0,0,0,0,22747.87175952476,0,0,0,17451.11825430055,6201.452396582039,21133.215774744735,4212.803238232286,2312.380910052743,2315.2185426005344,-79.50476654389671,43.79055405846856
1400,0,0,0,344780.6421599445,0,0,0,0,0,947.7741974336112,0,0,0,0,0,0,1011278.2983420624,0,0,0,0,0,15244.237466093306,0,0,0,17340.577610139007,5961.124309307697,20832.68884930544,3898.886845722865,1892.8668509140264,2277.1419874022044,-79.49855406982654,43.79047259606918
1401,0,0,0,251971.717304484,0,0,0,0,0,1787.724213802772,0,0,0,0,0,0,784314.1577826925,0,0,0,0,0,10114.375568461608,0,0,0,17243.55032612713,5754.302237019205,20539.937692262483,3626.972035657334,1522.7555146514965,2347.4484790041824,-79.49234162190005,43.79039079610539
1402,0,0,0,241844.9570628786,0,0,0,0,0,5572.544787962616,0,0,0,0,0,0,744322.5682534738,0,0,669.3196709835037,97.126203870971,764.9497504764236,9266.446522951484,0,0,6,17158.414846713506,5584.709969095234,20255.29945747751,3407.1298271612422,1246.8455395577143,2394.4050322109106,-79.486129200225193,43.79030865858109
1403,0,0,0,232195.38888642192,0,0,0,0,0,2324.4594420240883,0,0,0,0,0,0,560873.1115056319,0,0,1210.646559456796,479.2469282542778,2280.656598487412,7960.051359564126,0,0,10,17083.878793964726,5455.820437189675,19979.12089712993,3249.9447950421077,1135.985581610819,1964.5849945417715,-79.47991680490996,43.79022618350015
1404,0,0,14828.13394179684,159659.1144340504,867.9324608487077,0,708.0416740777318,0,1508.4464267287042,1897.2327996908136,0,0,5,57365.19172599574,60410.038201311254,29896.88983593695,412365.2941123616,13902.899483533576,0,1842.7496499708575,387.580735066188,3139.0990966258164,3161.1266182958107,0,0,13,17023.707858214653,5370.564946707464,19711.75759622134,3164.766765894762,1235.4362321628955,1576.7095304089562,-79.4737044360623,43.790143370866495
1405,20978.62179312855,24023.40314077586,27458.47090652678,69222.21807722899,28415.87055462785,0,1027.6999047231473,409.8881266748333,1447.2086784880669,1860.3112689192171,0,0,6,109384.86802259435,114859.40853525233,29896.88983593695,316321.61092592817,150806.32766715065,0,1950.97184005061,2261.9995418237017,3232.9360699782856,3093.814945050417,0,0,11,16978.05477187544,5331.037333460488,19453.573019943015,3157.42873145262,1269.8156109399308,1269.8156109399308,-79.46749209379023,43.790060220684026
1406,39477.00699566002,43335.67819431005,0,63863.71274348255,183716.33471232397,0,942.626034360656,2405.5111674932364,941.5400913296158,1549.417236250315,0,0,5,205781.26302129705,215175.33247493836,29896.88983593695,186152.85841450648,395863.1577983983,0,1721.3443106953275,4988.443300888998,1808.2359729155296,2926.632915371912,0,0,11,16947.036862878504,5338.253483555813,19204.937358718496,3228.4615075749925,1113.0365799424144,1113.0365799424144,-79.46127977820164,43.789976732956696
1407,51283.912459212355,53070.258072895,0,0,306025.1207079757,0,945.1609616701256,3570.413032005404,944.207065821496,404.84645056092086,0,0,5,131234.90224567818,136040.38221026422,49.81197204743512,88306.97547829576,590905.7725217163,0,2048.285299984599,8885.958700520354,2642.5411353572345,2629.800811450693,0,0,16,16930.734568432774,5392.025728670273,18966.226157629702,3372.9173155569783,1168.4473333418348,1168.4473333418348,-79.45506748940456,43.789892907688454
1408,36241.09493646666,44826.66375536029,26534.1145528428,0,203585.90158558683,0,1696.1490052334182,3568.1576523828294,2686.6517726110815,0,0,0,20,169913.29452399936,197466.1404478011,40880.353749851114,0,675700.6606364436,0,2617.783532869492,10175.511110062029,4504.830227062705,1934.9996643704449,0,0,32,16929.190400656673,5490.986492661193,18737.81871970211,3581.923886582964,1411.2717361645032,1411.2717361645032,-79.44885522750693,43.789808744883274
1409,85249.60947729228,111234.98298610258,26534.1145528428,0,365261.263366797,0,1493.4252246080891,5529.453676967739,3184.7836120046713,0,0,0,23,137265.0561895215,169291.9248433176,40880.353749851114,0,917223.4079715176,0,2532.5314464568296,13890.803582423556,5691.530054726387,423.52137334803933,0,0,33,16942.408394813516,5632.754554082197,18520.09627627444,3844.968951885562,1765.8161443933395,1765.8161443933395,-79.44264299261668,43.78972424454514
1410,78284.29959757073,92091.2436723517,0,0,625363.0612761502,0,74.19896500390287,8850.826361734158,2037.539136682014,0,0,0,11,137968.38798155758,168442.15940375626,26422.015609380323,0,1413077.313711902,0,1530.7992198380443,18953.844114246825,5424.608358160966,0,0,0,34,16955.766661136466,5814.199435045235,18313.43992243205,4151.794040249943,2178.1931499075067,2178.1931499075067,-79.43643078484179,43.789639406678056
1411,26410.264874728397,27516.27317355573,0,0,683382.6329828333,0,0,9457.708961866692,1519.8718037669514,0,0,0,8,90978.24391164078,103222.84676342644,29438.616072621313,0,1544399.980536889,0,893.4784945453238,20868.09080224739,5210.168239630173,0,0,0,35,16773.376002883462,6031.741562303974,18118.22832129529,4493.439803128992,2621.248584321293,2621.248584321293,-79.4302186042902,43.78955423128603
1412,46479.00480412034,53894.20495990291,27327.410095213218,0,584561.9896455407,0,157.3002210349731,8837.3028543909,1817.845165415014,0,0,0,9,59659.72248631052,66994.97998787786,197058.9459626517,0,1280695.1147686434,0,1365.817242990027,18911.650238842176,7798.520100280178,0,0,0,39,16604.04354370641,6281.631752846885,17934.83518777455,4862.572238644646,3081.779174975445,3081.779174975445,-79.42400645106986,43.78946871837313
1413,55328.14066971652,62707.235013959435,78591.8153700158,0,464369.6419125247,0,917.4339771019468,7176.404713327595,4123.437857102225,0,0,0,15,87749.53159094985,99373.43919675972,188692.55836835995,0,1291522.0115165976,0,1529.2960700887909,18414.75164574543,8484.00650875397,0,0,0,44,16360.860725655186,6560.17443993054,17763.626570120643,5253.400449968131,3552.996147734151,3552.996147734151,-79.41779432528872,43.789382867943345
1414,52422.71376689535,56776.003522825486,8150.2026200280525,0,630129.8385303301,0,0,7024.473781728737,1965.212584229479,0,0,0,21,112205.06405593384,79990.13883354474,90019.21301709581,0,1370101.743618542,0,1342.7610449026402,17467.838871260123,7755.2045520552865,0,0,0,42,16110.200356179415,6863.882275087842,17604.957956006325,5661.433016420561,4031.153726703809,4031.153726703809,-79.41158222705471,43.7892966800008
1415,63739.3047377863,49788.3655872356,0,0,533177.9730985133,0,0,5555.1978289826675,1575.1330908952946,0,0,0,15,199390.59797324668,145134.56526741,0,0,1530109.9714218688,0,444.46335310455066,18468.148044733098,3900.346871786154,0,0,0,32,15871.337289220488,7189.566822153637,17459.171238715906,5692.94884939177,4514.046866263412,4514.046866263412,-79.40537015647578,43.78921015454956
1416,146168.5079682758,139941.76356372458,0,0,483660.8957334435,0,0,5388.2465107841035,918.3246155364418,0,0,0,5,268932.0699662246,220302.14434857928,35428.779816566035,0,1201131.757847475,0,2463.487674280104,14340.233175721907,6135.241170263783,0,0,0,29,15577.988228362008,7534.378693306762,17326.59158787046,5216.671437000846,5000.303776104282,5000.303776104282,-79.39915811365985,43.78912329159369
1417,174289.807411886,157167.5470835377,34342.25355954096,0,362432.82702890446,0,1302.3093000048327,4503.579295519317,2885.803287940351,0,0,0,17,324613.09625823953,263615.17105115455,35428.779816566035,0,1253777.9184133145,0,2884.7567890666633,16061.996934461236,6194.658730823653,0,0,0,33,15208.568501780512,7895.812402666849,17207.524277562836,4745.277142743181,5489.030569766603,5489.030569766603,-79.39294609871487,43.78903609113735
1418,167026.80074579446,82061.10850359048,13858.03202838078,0,451198.9407684808,0,845.0871122317058,6049.7351133474185,843.7339723710857,0,0,0,6,615068.9669426037,558969.2919198502,48705.65114373184,0,1052532.9510528783,0,2845.6230563561007,12775.663941920971,5433.730683966076,0,0,0,29,14842.364880500354,8088.887819035312,17102.251532268278,4280.379590792132,5979.621671839451,5979.621671839451,-79.38673411174878,43.788948553184646
1419,476844.78594461834,451596.21837756154,13276.871327165803,0,264288.41355731885,0,941.9493279207423,3026.1323270942976,1021.8488402201316,0,0,0,4,860430.3786814375,805052.8924549448,13276.871327165803,0,1069871.2930571688,0,1558.2071609131783,13361.466107739228,2503.153972936895,0,0,0,14,14483.837244917266,8028.504015224502,17011.02945688554,3824.34879699732,6471.6531180863685,6471.6531180863685,-79.38052215286946,43.78886067773972
1420,350191.23054475116,367624.6008631858,3.651565523352474,0,340188.8650386537,0,943.0480278699712,3811.4179091398664,1162.0136436719436,786.3024517746084,0,0,4,810211.9546419906,781592.0994324156,46921.52020866267,0,1000087.4198872248,0,2882.3690845883943,10557.06177202016,3100.274537038719,1461.555433626861,0,0,20,14133.897036974604,7998.977890706683,16934.08512123059,3380.7747634116045,6964.819654760678,6964.819654760678,-79.37431022218486,43.78877246480675
1421,18448.60924098733,24626.90633245156,33644.64888149686,0,616462.911336243,0,1850.7371447556147,6337.189906803286,1884.8113915631793,934.0562161066308,0,0,17,381255.6318086177,346369.5663299948,33644.64888149686,0,1382446.9280735983,0,3080.241501906829,14801.411991494962,3299.6108267085806,1547.463927143306,0,0,22,13793.164072452915,8000.651090352125,16871.613870733865,2955.271947003744,7458.896135879796,7458.896135879796,-79.36809831980291,43.78868391438991
1422,30977.01328905252,37514.87245749297,22016.259908095,0,608845.4896769779,0,1157.010202632644,6893.995629396023,1163.67850471016,0,0,0,10,153474.51978114538,136640.3670213761,46993.88665764883,0,1371538.83042196,0,4155.7611914966665,15268.048861869727,4135.52411445992,1092.3337189486615,0,0,31,13462.214329684868,8033.504119815416,16823.77693364942,2556.8782842701416,7456.605555585115,7456.605555585115,-79.3618864458315,43.78859502649338
1423,39520.42960435024,44442.11612804833,22333.29135216854,0,371934.0024580136,0,1839.450635908689,4948.16325365248,1989.5978720372584,0,0,0,11,187836.39318156577,195332.5909099828,30198.58503628202,0,1218502.3055709382,175.24614990725718,3673.2455982838737,15496.288907401196,4144.210130864898,0,0,0,26,13141.95777603738,8097.15746522376,16790.699390533162,2200.368341982609,6959.7308952671665,6959.7308952671665,-79.35567460037859,43.788505801121374
1424,59781.579004115425,66037.3286281901,22353.947227209283,0,471483.8763073267,0,1340.6764139299914,7138.302381281411,2033.0619011038889,0,0,0,13,145207.79521589406,138606.24722737857,30198.58503628202,0,1111320.2198458945,4436.364988370386,3514.6893785833145,15125.581491337456,4518.143548255121,0,0,0,26,12786.669659478766,8190.893088678905,16772.468564087576,1909.3493971048265,6463.338290502955,6463.338290502955,-79.34946278355204,43.78841623827813
1425,65217.30666595354,61220.282699920936,0,0,581285.3090916171,2533.0602805676417,0,8002.878713792133,963.7053491171964,0,0,0,7,145710.8943270854,153135.09701909637,16307.9978896752,0,1386958.4001199894,5701.380881883191,1871.9427237025943,18394.322708716223,3682.645645572734,0,0,0,21,12381.52669535698,8313.693533184078,16769.132876906955,1717.44269192611,5967.548037546816,5967.548037546816,-79.34325099545978,43.788326337967874
1426,66287.32106186054,70801.26396567887,268.08386196382344,0,534362.1778554216,1571.7256799982213,0,7654.798968933783,1464.1361427306288,0,0,0,9,92669.6569174836,94907.55289555735,58623.778368038504,0,1504253.4078276604,4612.386391347032,2074.602298772469,19784.28401552605,5457.98354936688,0,0,0,25,11983.550627216106,8464.293871153262,16780.70121161261,1659.3985898139165,5472.523851330625,5472.523851330625,-79.33703923620973,43.788236100194865
1427,50247.94839161867,53590.29678966757,33571.20590522644,0,599922.4761693005,0,950.257464133513,7799.603569884622,3348.6858212153325,0,0,0,14,127858.1145317732,138571.4320286503,69433.81134894249,0,1441485.858077202,0,2643.878995157321,19349.53371104423,7112.735033780971,0,0,0,37,11593.12242727266,8641.240727510314,16807.14279297564,1748.5988561423671,4978.494252916976,4978.494252916976,-79.33082750590975,43.78814552496339
1428,60630.26972707548,61926.27740601405,22525.06662325561,0,544953.3953146015,0,748.283649509777,7800.559720532438,2680.448818316952,0,0,0,11,139715.47558397788,154719.529013357,65208.520362005016,0,1455283.607192745,0,2212.1483994424066,19762.639778564233,6848.428300196487,0,0,0,36,11180.07504837898,8842.95266776434,16848.387595658176,1965.0934429507652,4485.7878627145255,4485.7878627145255,-79.32461580466777,43.78805461227773
1429,60364.39816101456,70049.847233323,0,0,594292.5985490418,0,222.10729303280056,8343.181824051275,1506.5251319873398,0,0,0,6,159400.1890958153,178730.66548651818,0,0,1513915.4783675617,0,1555.9711353805517,20053.47901459002,5733.554951906682,0,0,0,26,10764.83474071912,9067.777150871085,16904.327265040287,2272.792669680691,3994.894300507148,3994.894300507148,-79.31840413259168,43.78796336214219
1430,41861.743762296566,48690.59062975773,0,0,669989.0395515591,0,950.0166075506714,8073.761777613175,2990.88659827249,0,0,0,11,214012.8269444087,212954.6315218408,0,0,1568905.7946203472,0,1582.1794390518476,20678.754099580885,4879.54606141764,0,0,0,20,10357.087230616558,9314.040639346558,16974.81652312156,2639.996363478689,3506.57499494482,3506.57499494482,-79.31219248978935,43.7878717745611
1431,180609.96127175493,118389.56734006206,0,0,528827.1962519225,0,1004.367874290913,7113.508003527937,2530.973544215901,0,0,0,15,439937.3962309276,353778.02005338576,0,0,1342810.4934630173,0,2785.5205081288223,17248.39165764587,5933.71297523467,0,0,0,27,9957.753000060393,9580.089958081631,17059.675017528785,3045.2545179354333,3022.0780794217785,3022.0780794217785,-79.30598087636871,43.78777984953877
1432,494167.3453798019,412910.66476252186,0,0,203863.4638105794,0,948.894488621562,2935.0092467841014,1592.942690461026,0,0,0,10,670127.8086372429,592769.4640673702,3526.5709379222244,0,889640.7485756911,0,2754.1092962476114,12421.74165268179,5479.82942905153,0,0,0,27,9565.232529814535,9864.32431433964,17158.68955992123,3475.2797525998812,2543.588732690746,2543.588732690746,-79.29976929243762,43.787687587079574
1433,402483.2080057191,417966.22975737264,102.33122492954136,0,155964.4966187276,0,878.9874097847047,2206.212113649876,1757.3020683876664,0,0,0,8,639838.7759094278,594019.7304242072,59886.90132233889,0,808956.9635160335,0,3841.8274725065303,9738.968206641755,7273.275413313903,1470.5390201366708,0,0,32,9176.7492906705,10165.218381914468,17271.616691086165,3921.933660665008,2075.2665766159303,2075.2665766159303,-79.29355773810394,43.787594987187894
1434,98181.0414054663,111458.02953617724,40936.79729112313,0,451562.6547201058,0,1373.7657020977604,4726.201855497724,2743.8077186637806,1236.8009348725936,0,0,10,369820.2244546245,379666.3910436074,110237.54281760182,24752.095621137007,976749.5189238624,0,4024.654004145933,10732.029234163118,7047.937510230532,3193.762091685132,0,0,35,8799.237535237042,10481.337477896055,17398.18550406509,3736.3160074286698,1625.9209965333437,1625.9209965333437,-79.28734621347559,43.78750204986808
1435,44137.01385608298,37127.59890855843,113087.14619771064,10338.393174064346,401672.2047948826,0,1812.287309775809,4971.067379351393,2914.5051284521105,2749.268743708719,0,0,16,132322.9286450648,134923.7249194236,171701.21201998915,170971.14546997414,1133076.0390120149,0,3867.072086358077,13660.55125704979,6711.878304982024,7188.553645263793,0,0,31,8433.828703414754,10811.346164982957,17538.100653831352,3260.7296402186703,1216.760785822619,1216.760785822619,-79.28113471866043,43.78740877512456
1436,58278.47298264026,56076.72741508324,118679.67176581768,67052.49941073067,258807.7516999032,0,1931.4698728098865,4405.28796535964,3177.522366674261,5187.241321132539,0,0,14,109188.771195288,107805.02045158598,182044.94138299755,287780.96196396963,1062483.8325927197,0,4316.199760060851,13516.38124146813,6574.2613857095275,8816.108756109605,0,0,31,8077.84901126055,11154.01167619188,17691.045482219855,2793.6818476408043,904.0987406609128,904.0987406609128,-79.27492325376632,43.78731516296175
1437,48614.96986137153,49845.984011263325,88799.85635016486,147752.80426712928,290492.72599512164,0,1911.0650438844748,3631.582987446731,2986.4550997045226,5107.683717901167,0,0,14,131741.10173274827,139552.96368456553,157930.1620597782,440738.2874285148,1008533.1924175356,83.00763180569479,3397.7242295157616,13937.00686374963,5783.251624119022,10211.230769844416,1,0,24,7737.087840895242,11508.20346736052,17856.68518969944,2340.2903121346503,766.0564507706761,808.8771574306213,-79.26871181890112,43.78722121338407
1438,30642.734687672928,33201.85404975078,51385.89344550902,183826.92003115453,367387.8839671922,0,1960.200145430426,4364.489841267584,3459.9495540278263,1652.2957710691924,1,0,16,91190.92222628275,109792.26722561698,97576.60483725788,599034.5806211499,761363.7235974049,1959.2710937790011,4346.033463673621,10843.521939627592,8510.309399709922,8029.469655261135,1,0,38,7402.500294913874,11872.8900281146,18034.669990717437,1910.3034377573092,377.309672433399,995.5751999529977,-79.26250041417273,43.78712692639598
1439,39126.01660144096,45104.802283150144,9831.848176671658,174791.3003131973,306874.05850568216,135.7269696643587,1745.3639806927365,4707.526648671471,4045.528439198423,0,1,0,16,124556.22877826168,125493.22154965892,32755.06742148334,673451.9559255028,636663.2565806969,6957.702041716387,3044.280785754482,10318.704695612612,7547.906405556415,3109.6348411646777,1,0,31,7033.491513873622,12247.133876676848,18224.638196248037,1523.666532920514,444.8400746965714,1352.0568411536576,-79.256289039689,43.787032302001926
1440,85629.12224440496,68882.42461268764,0,272984.4166333651,269132.66843508463,352.5344317935487,219.25275671257728,4750.722833284035,1486.448866995828,0,0,0,12,100242.07067820356,83381.82158183889,9831.848176671658,750567.6940196079,532107.2074273627,8778.197368479232,2507.878668933569,10576.421015929349,7126.587433065532,0,0,0,29,6652.8565419431925,12630.08546157853,18426.21917524573,1222.2357312637296,867.9877851674133,1779.0293490153504,-79.25007769555778,43.78693734020639
1441,18625.833845496178,18939.930908568203,0,409413.7633379481,193419.25936455865,3541.463722229145,0,4532.628552611228,1097.8103837164422,0,0,0,8,87084.89250365556,56213.12940273248,33.69192200526595,829782.1526447011,490757.7320511647,9706.95076002377,2112.5793652270145,11629.560061846569,7139.964811030556,0,0,0,30,6283.054876406373,13020.976512547846,18639.03615545221,1079.8891896915816,1344.9620434587505,2236.477844202301,-79.24386638188692,43.7868420410139
1442,273.274799341365,0,0,287669.51071053336,72573.35056355738,7044.268556118961,942.2839844366744,3445.410432190468,3838.585909325512,0,0,0,14,86435.28370595531,51902.391453084536,6432.417544365395,761245.538895675,373220.5091069913,10843.837201254462,1884.422421953445,10641.299088460975,10779.024101411887,0,0,0,36,5932.103352111641,13419.113231278034,18862.708832887984,1156.9188135941524,1484.4004406851498,2709.007358896696,-79.23765509878427,43.78674640442895
1443,42336.398121177685,41037.27357344329,0,166246.62084928586,17164.1855249567,7579.602053043345,766.3774268701912,1974.4561176016796,5205.431959674706,0,0,0,12,357026.15125919424,326125.30091133714,7839.048248332736,436799.4942300028,257705.09608443183,11018.20419392101,1461.9222412975196,7063.301221498364,8811.86466832577,0,0,0,27,5602.848592050533,13823.86959166595,19096.85576801468,1418.013265270247,1635.0608622373322,3189.922976107972,-79.23144384635772,43.78665043045607
1444,249309.61640235785,248528.15626415424,0,81544.97283407408,130415.02388688175,3960.101763729168,0,1420.060089731459,955.9021984733946,0,0,0,3,480623.77112283855,493418.43359249225,0,237025.7336417283,584718.3344063065,9348.613417683518,0,8752.32710304058,4738.42663551727,0,0,0,13,5297.50735055125,14234.680925856335,19341.0965546016,1784.1138135552962,1908.7701218680015,3675.93475410729,-79.22523262471506,43.78655411909978
1445,302084.61552889924,310908.971004121,0,0,400371.2357496619,477.6931715288076,0,5246.4840157950885,0,0,0,0,0,658862.0312636705,585091.0409768752,0,60900.24232709341,811848.5996972641,6608.724649069752,513.5559232266426,10706.250652675151,1686.6313294365875,0,0,0,5,4984.6196175322275,14651.037902977272,19595.053754569744,2203.4887290281704,2261.2790038053345,4165.259180339503,-79.21902143396414,43.78645747036468
1446,266297.36613496556,183438.03244591065,0,0,400217.3584317671,0,0,6187.749768678967,559.6088766581254,0,0,0,4,647738.7016759195,526929.9109742283,32092.591639257967,0,1017534.7501189726,1511.1898165404507,1133.837060479596,13161.597684177435,3861.643216661618,0,0,0,13,4668.983951363654,15072.480957294729,19858.35459836819,2650.9739829332498,2661.458639161088,4656.852130178723,-79.21281027421284,43.78636048425532
1447,315146.7820940629,131707.95119425014,44910.94514844171,0,278081.6508645584,0,468.6442429986912,3479.4614576247636,1968.4353833769212,0,0,0,8,811103.5313754894,624705.7612829681,44910.94514844171,0,676698.2768528115,0,1383.7232282042266,9686.309178538377,4536.118572511338,0,0,0,14,4381.566279666223,15498.595187356615,20130.632455652987,3114.4764467603386,3090.8480135523596,5150.064027301007,-79.20659914556897,43.786263160776294
1448,346567.72898734873,266907.6129360339,45256.82897573314,0,70557.42117937177,0,870.8724053699534,768.6218360332832,2213.9516555931073,0,0,0,4,813492.8594780766,699644.6117516144,56383.74594342313,1946.1939150346443,433238.2582139363,0,2586.2514151677333,6615.335201796937,7650.178747874339,0,0,0,20,4106.382273826262,15929.005723995437,20411.52808524228,3587.7937533611207,3538.8304279510803,4990.261925236949,-79.20038804814037,43.78616549993222
1449,174769.42871195823,304624.14248624287,11472.80079498142,0,19778.930258340988,0,1488.291528096127,1426.2683962042363,5661.274957431854,0,0,0,10,703693.0861825679,811273.2915773663,23240.733450231375,6513.362306363881,143001.06796567191,0,2423.3854330542517,3994.862249745849,9623.546813510604,0,0,0,20,3864.2404742824856,16363.373549749267,20700.69067651376,4067.5010136319,3999.162431398749,4586.217255765262,-79.19417698203485,43.78606750172771
1450,11854.731688478962,142487.2063283211,477.7101559266448,0,155754.3683007746,0,457.29917862277426,2958.2206631832687,6038.992455978505,0,0,0,14,255282.00247495584,624448.1343273437,11472.80079498142,0,583371.8897462469,0,1753.4814892075278,7861.668664975166,10343.119911807604,0,0,0,30,3639.454573772416,16801.39174301231,20997.77869668006,4551.578294957577,4202.863708436842,4202.863708436842,-79.18796594736024,43.78596916616742
1451,24652.2399975081,28426.016790996306,0,0,523578.0132658533,0,0,5808.326255371201,3747.547244264834,0,0,0,17,120578.4746424514,437104.7968417229,0,0,1090656.5185313297,0,0,13504.669057184185,6755.14280283234,0,0,0,27,3429.7041323301337,17242.782115299946,21302.460559869894,5038.766263120998,3846.392853870777,3846.392853870777,-79.18175494422437,43.78587049325599
1452,21866.05362380344,16252.75936527946,2341.1521001835354,0,654604.0929413,0,0,7811.915197118397,2064.5795026069327,0,0,0,14,245398.76188327328,353608.4483351857,30254.739352496283,4416.697349557653,1376748.2347733746,1912.7207990155491,128.2160414144413,17593.45812733452,6115.402351864096,0,0,0,35,3233.109321692072,17687.2922079453,21614.41513469345,5528.242571884888,3524.9698751794767,3524.9698751794767,-79.17554397273506,43.7857714829981
1453,37688.191870705166,37662.73464783118,17478.49104352272,4416.697349557653,545894.5317520816,2055.310312454989,0,7647.756780523562,2259.6972704520713,0,0,0,16,241570.39660469105,264649.0255182488,31048.091341974156,4416.697349557653,1408481.6195582892,3394.6548115705536,139.51195489519012,18689.21745473644,5893.0557337838145,0,0,0,34,2879.2466447394736,18134.692614510583,21933.33210720442,6019.449012396157,3249.013274139776,3249.013274139776,-79.1693330330001,43.78567213539844
1454,41511.15057512571,42419.93065725239,14484.166588122023,4416.697349557653,542082.1917901102,2760.1492040179505,0,6292.004645216941,2061.016333827406,0,0,0,18,152351.1716778514,179434.3401402155,26460.195220759837,13388.587816773856,1512384.1612151691,4352.189199209897,0,18174.943298843704,4507.327028110185,0,0,0,30,2513.805893919866,18584.774596328018,22258.91221589628,6511.994079548209,3030.967154251407,3030.967154251407,-79.16312212512734,43.7855724504617
1455,26152.27135878103,31133.027233798464,0,0,693599.5265642934,1077.7054592415907,0,7175.534199280552,947.3561131250934,0,0,0,8,113085.11197555158,117246.72131253354,7673.401570532471,21874.111458597705,1639740.592768248,2907.1899580975423,0,18030.102210478213,2406.4700162791664,0,0,0,17,2144.6758408251308,19037.34796051849,22590.86737478294,7005.595433031098,2883.996623570302,2883.996623570302,-79.15691124922455,43.78547242819261
1456,53197.27821855422,52314.17631705622,0,0,653962.7619851038,0,0,7534.692084265336,904.1238963215488,0,0,0,8,184504.83524442543,100723.62880161832,5317.9318679186545,13987.705762436965,1716405.7217907608,1424.842605550649,0,18987.374036532383,1526.7158517688092,0,0,0,12,1724.1771379519869,19492.239172126945,22928.92069974275,7500.044523237389,2819.2394647101014,2819.2394647101014,-79.15070040539956,43.785372068595905
1457,80713.31472464385,49713.76689197487,0,0,634984.0181522008,0,0,8668.730311376705,1128.1607643174457,0,0,0,8,258621.15235690036,166789.74833282665,0,0,1556388.578860892,0,0,20534.18039158862,2844.524950894491,0,0,0,17,1318.3767817877938,19949.289674495645,23272.806452277033,7995.184071037921,2842.3204945946973,2842.3204945946973,-79.14448959376016,43.78527137167634
1458,73702.22787157493,53899.06145978533,0,0,624909.1626923122,0,0,9318.101720576547,1618.9158636083853,0,0,0,10,191359.18284228304,141659.6784391147,0,0,1582747.476960579,0,0,23850.838217015447,5381.362152650326,60.88159121965021,0,0,28,902.0218380827702,20408.35439447465,23622.269913689484,8490.893286869874,2951.179497863013,2951.179497863013,-79.13827881441415,43.78517033743868
1459,78675.36607792298,77501.3464241717,0,0,554729.5781337537,0,0,8199.702845165697,2003.5887992556864,857.8761739118232,0,0,8,208758.33573749708,177272.67700524302,0,0,1308020.4109642254,0,0,20346.2790970101,6188.08261331246,2644.361197672562,0,0,26,498.6837654492856,20869.300411466014,23977.06720150025,8987.077905985305,3136.8989564889293,3136.8989564889293,-79.13206806746932,43.785068965887696
1460,109165.20575931022,75532.30799617228,0,0,288003.60137709894,0,0,4508.930370519102,2255.543013870218,2114.923678725273,0,0,5,199161.15936084127,151334.75360526878,0,0,776023.0400426288,0,0,11708.979060305895,4065.434409494704,3347.0333840051035,0,0,14,89.4585039536651,21332.00577155272,24336.965038708484,9483.663309475236,3386.858381721314,3386.858381721314,-79.12585735303345,43.78496725702819
1461,39701.06885922514,12610.007177125664,0,0,24465.29629613459,0,0,729.6416714101694,901.3805718344728,895.6293648398714,0,0,3,141993.21368282396,95834.82285946616,0,0,244190.22245431665,0,0,3609.393296949675,1991.4711600804887,2618.799902498922,0,0,5,312.6691976673463,21796.35843004705,24701.740485345606,9980.589674298575,3688.019025499803,3688.019025499803,-79.11964667121435,43.78486521086502
