cell_id,green_200m,open_200m,commercial_200m,industrial_200m,residential_200m,highway_200m,majroad_200m,road_200m,busroutes_200m,rail_200m,npri_pm_200m,npri_nox_200m,busstop_200m,green_500m,open_500m,commercial_500m,industrial_500m,residential_500m,highway_500m,majroad_500m,road_500m,busroutes_500m,rail_500m,npri_pm_500m,npri_nox_500m,busstop_500m,distance_shore,distance_airport,distance_port,distance_trxstn,distance_npri_pm,distance_npri_nox,lon,lat
2616,34069.87355249759,39679.75490730355,15036.3853997658,0,675236.3398135558,0,312.0543827769178,10648.366669474244,632.9608521544044,0,0,0,3,62154.42898257548,69518.96998363547,171662.58311597886,0,1644586.9334142066,0,3225.534884029489,25749.438909636177,6335.115086822028,0,0,0,30,10145.94847081899,3723.39735869992,11657.54759860534,4662.788474289769,3593.3398522751363,5160.275204947333,-79.42565962649351,43.72646532998234
2617,28973.81198437256,33456.87941458193,86022.1371682445,0,610328.48337866785,0,932.1334509550744,10559.68687415342,931.8868358692304,0,0,0,8,59712.55854575389,67900.2373945867,121226.96930683713,0,1730916.5066588856,0,2815.138846354715,26195.577579483008,4089.245503458421,0,0,0,23,9986.57618800166,4176.20390961903,11392.389201735034,5061.1532761080225,4091.53288338367,5524.357554781767,-79.41945401046407,43.72637966706316
2618,12299.73664301983,14069.154215604212,71818.5255107083,0,608840.4225739752,0,1483.1376097880452,11242.02672132844,2136.0468640328536,0,0,0,12,47079.13165155624,49613.2546581036,113485.71022040729,0,1713489.0069764128,0,2917.821257511241,26397.299415970974,4352.227567169402,0,0,0,25,9750.888340349184,4638.714293709448,11143.36786765398,5476.216633091868,4590.118884917323,5908.351089378335,-79.41324842187495,43.72629366736785
2619,9397.38099246961,16079.942958036903,74878.08572996591,0,648682.28127204,0,1708.0361784137624,11692.801446100517,4219.6164575509165,0,0,0,22,115459.26704281384,117630.4832707802,144778.93024936167,0,1604383.3188672066,0,3300.8210007382822,26036.254643710603,6993.25463942441,0,0,0,37,9535.614447593502,5108.2934041234985,10911.588479406546,5904.458039553278,4935.985417835485,6308.6209901722705,-79.40704286083373,43.72620733090045
2620,50866.91582832712,44151.71146723983,80130.57934735355,0,615993.8987993465,0,2259.661703848281,9583.523824491002,4831.330091352042,0,0,0,34,157146.36772620562,168854.55202223093,128890.1188517432,0,1693180.4693879357,0,3814.487853964413,25779.541057292477,7616.268402368338,0,0,0,52,9342.16582813394,5583.157951066244,10698.17175287331,6343.209035585508,4470.312348583792,6722.260408517446,-79.40083732744789,43.726120657665064
2621,41245.88056869956,39898.03294429202,0,0,723209.8223770929,0,1423.7697321044786,9760.65089548063,1872.0342096985855,0,0,0,22,153120.6274726024,200662.80551227237,89271.66627994592,0,1693483.5911941326,0,3475.5940878082897,22715.045690689243,6281.881801605519,0,0,0,48,9171.923562020507,6062.065977082973,10504.236981524513,6163.679833985542,4012.908289845342,7146.9483839056,-79.39463182182494,43.726033647665794
2622,40060.177960314206,58170.78403959298,0,0,716224.7651669253,0,947.7246693318622,8931.268200966313,946.8588981989616,0,0,0,9,69504.0623778418,255772.23038037377,0,0,1625417.7006265065,0,4322.645741708034,19651.590452555447,4004.931862087511,0,0,0,29,9026.200822868175,6544.129821026555,10330.881389024147,5664.42057262849,3566.955759681523,7326.731936509336,-79.38842634407243,43.725946300906735
2623,17229.682898237137,97664.56875600896,0,0,497764.4425824887,0,2611.5113505713857,5011.716755451792,2353.6094519028143,0,0,0,10,80202.81095242308,457897.86524534575,0,0,1055276.712516033,0,3605.851912176566,12673.898397484923,3948.2521367212967,0,0,0,21,8869.24854459807,7028.700186976026,10179.156447571697,5165.304613606851,3137.3418430795464,7342.720137884902,-79.38222089429783,43.725858617392035
2624,72317.07139079219,300507.88070666586,0,0,111746.22377632008,0,974.2556837144458,818.1057740255934,1585.0323730451137,0,0,0,7,354198.2959920248,703094.4964929884,0,0,648142.8324075788,0,3053.9984819003635,6336.833205661566,4030.016572939961,0,0,0,21,8576.415569685974,7515.2922446398,10050.0418752459,4666.3779400173835,2731.785915687953,7392.569051225367,-79.37601547260866,43.725770597125845
2625,312689.2330107263,446066.5866156717,0,0,79272.97367268056,0,0,863.7509899423286,676.9783214627075,0,0,0,6,644699.8450038731,907854.169306934,0,0,552300.5362203168,0,0,4461.388460868359,2449.0681048278684,0,0,0,17,8301.547798809097,8003.537263378461,9944.418404524831,4167.708531893095,2362.70919454019,7475.60133574346,-79.36981007911243,43.72568224011231
2626,439367.1188380718,440174.41287344694,0,0,249554.3089260088,0,0,3262.175570144345,1323.6422693429677,0,0,0,12,1071061.9258241002,1124235.7967062723,0,0,661424.3212530505,0,0,5803.224874308792,2111.177572480021,0,0,0,14,8048.384166270233,8493.150177068439,9863.040764100448,3669.4012773946297,2049.9110192341063,7590.728126128934,-79.36360471391663,43.7255935463556
2627,537774.2933746488,543066.9330988568,0,0,228471.0820259706,0,233.84425546771377,2850.674042956877,1055.6141267451633,0,0,0,4,1258595.5465750345,1297669.439936187,3051.346370495856,33107.82156878384,540384.41785396,0,1530.353911870961,5959.903883453453,4945.530627623699,0,0,0,24,7819.033157611691,8983.907342252473,9806.51257197805,3171.62687942329,1822.6013375368937,7736.516763934393,-79.35739937712876,43.72550451585994
2628,427829.39191186905,451686.42759624973,0,141693.94212978153,44126.64528436586,0,1032.6494084945805,770.0877571838888,2285.2629708536424,0,0,0,5,877730.6568630546,959975.7237111168,42696.95740017631,291605.3839405058,449932.94200106536,0,1673.5077730643036,6010.31157278786,4587.041366344292,1567.3188067040196,0,0,16,7615.646482852826,9475.630973087138,9775.264934231647,2674.6828578378227,1715.1140149868413,7911.27232450468,-79.3511940688563,43.72541514862952
2629,71791.64474612723,129085.24322161832,0,323918.89930281363,104392.3803571892,0,1353.1981287649744,2051.9232307555594,3384.3470025425313,1450.4714947085713,0,0,8,370195.0704455846,510536.2280790075,42696.95740017631,417191.8452341067,424460.06152867334,0,3573.0633572591723,6201.889107787614,7906.730481738946,3024.2118267704714,0,0,23,7440.353700177648,9968.178045263685,9769.540431590143,2179.1373792727386,1749.673264703348,8113.123193093344,-79.34498878920677,43.72532544466857
2630,0,38786.848921968514,0,202093.6367602605,83400.27344537425,212.610814667637,1262.784327551772,2598.9346238561757,3320.668645436397,2314.7549986706586,0,0,14,56148.98322622175,142198.9137727135,1238.6825288543478,389355.1148053482,483461.4739097321,4760.474036760795,2904.8969821572573,9557.20119267113,6192.465728724358,3601.9235628033075,0,0,23,7286.593228857829,10461.432251179263,9789.383839370576,1686.223901348209,1918.618508727121,8227.378659784992,-79.33878353828761,43.72523540398132
2631,299.4427858325653,27398.981101927813,4946.208932308713,40637.17616745643,20699.733153589277,5693.951069970508,828.7127672224252,2877.11096621018,2580.99235308415,1185.439945627762,0,0,17,178296.95359638316,296434.91471001937,12630.297859314596,135782.7681202097,267875.5512469895,7618.616002583699,3672.633889319033,8867.966729646601,7255.674743919448,2898.2176460972983,0,0,40,6971.940143804062,10955.298076728315,9834.640393252104,1199.192383735602,2191.08133825383,7907.379296228952,-79.33257831620637,43.72514502657205
2632,182685.147787757,257832.2799926321,12630.297859314596,3923.462095111609,0,4712.079268238288,1885.9484770014508,1882.5112919844707,2474.3776674434816,767.2185918503933,0,0,17,605754.7884991404,662483.475245231,12630.297859314596,120663.61837756494,153109.94066322205,7611.943728571585,2502.234933016948,6024.902879970621,4344.824190350537,3266.4728463646143,0,0,28,6547.200443775348,11449.696378241251,9904.961755334609,729.913488669914,2533.8859247521505,7606.808467246949,-79.32637312307045,43.725054312445
2633,304841.0549540753,309268.20385258016,0,173227.1050579287,102671.58540702295,0,1841.069333623801,2451.071658455078,1598.9358316571895,931.0746688923782,0,0,9,804876.8320080276,781195.7253539764,15699.336218377342,362743.378173389,263281.7456016409,1095.2355101822793,2490.4076365809,7404.06791591332,4498.047153057807,1774.5018086675273,0,0,26,6127.358147480247,11944.56103663336,9999.819152599575,357.0504567631714,2922.3823036130643,7328.057230966978,-79.3201679589874,43.7249632616045
2634,163695.6082470825,60779.13748362634,6619.24555226427,249799.43086834007,245418.0302203696,0,914.5282821176088,5444.186001757267,2397.770479725636,0,0,0,12,629032.5554464676,459557.1844512167,8989.002243285882,566879.2258047336,598963.3125872844,0,1540.1357880314033,11245.46676299809,3983.3311118348897,1238.2991901343455,0,0,19,5718.273015786577,12439.836396103005,10118.52255987768,471.37708515319946,3340.667414946416,7073.705570864197,-79.31396282406465,43.72487187405483
2635,142639.23980773226,22351.788791449915,54126.7434862323,104265.47675822677,302415.04276192735,0,1851.6785822967931,5529.318362402549,4244.335340835004,0,0,0,14,307225.2128008205,101486.03214421528,219010.52746403345,430902.74439887935,658816.3641151839,0,3832.017185789041,13176.598161255366,9943.25551387925,0,0,0,41,5324.7323593449655,12935.475281788154,10260.244368669231,903.8294552293056,3087.9819173300366,6846.473415286482,-79.30775771840969,43.7247801498003
2636,89097.8402654877,32159.03070352008,229178.23207452823,24259.11992032919,187375.00906735848,0,2458.0609091666997,4913.508884199933,6340.988260971369,0,0,0,26,268561.03736476996,46060.644977642674,265616.19239821984,268046.60721677216,610699.6181235414,0,4004.2555256951896,12862.26236903874,10315.872480651164,395.4664948008912,0,0,46,4949.851178504871,13431.4374498671,10424.04576999078,1382.6131099740571,2594.8674631559693,6649.141745306249,-79.30155264212998,43.72468808884528
2637,215.9539494036726,1833.5565445423128,138426.95009242184,138855.00273417577,76250.8737248499,0,1036.9947138268058,3189.8595600862923,2612.907781923263,360.0651682208753,0,0,17,203623.89989166224,21649.847447949025,241991.14922727155,363870.3132239688,281674.02031880943,0,4097.699460573346,9716.57777958006,9153.821366873692,889.5692968823673,0,0,47,4584.4205060881195,13927.68836432097,10608.904086894134,1872.5197835016293,2105.0040334716236,6484.440891250541,-79.29534759533298,43.7245956911941
2638,0,0,0,259451.16309193888,0,0,1707.4001851066362,1988.1372336383208,1709.0804834437915,345.40280674908195,0,0,15,47084.328127975576,0,39679.76793721318,907739.2856537164,117947.69221871486,0,2999.7527964371234,9920.94315405691,4340.669745691693,1518.3561302872292,0,0,34,4242.681392414042,14424.198223041189,10813.739484330736,2366.651995401306,1621.3410531159286,6354.908448992078,-79.28914257812616,43.724502956851126
2639,0,0,0,609052.9952185982,0,0,1157.713285213972,4337.426955600058,1162.199244881368,0,0,0,9,23757.620996880232,1224.219271952143,12712.571154996593,1159956.3607935812,131272.94893412432,0,2967.007746709788,9771.938262420716,4816.799931485726,2187.4234814034494,0,0,34,3934.01653369339,14920.94117613031,11037.43980029031,2862.822557384826,1151.716822880138,6262.726971377452,-79.28293759061698,43.72440988582076
2640,51753.47502818087,31262.34521145333,12712.571154996593,448643.8912478362,218984.9839686004,0,0,5874.457888720355,1819.638848848784,1733.2229287296464,0,0,8,282792.3982585749,254787.9564762764,13856.442744930231,896297.7297011495,467437.8164767908,0,1796.946347645039,12219.851359603534,4744.780481951404,2905.5362621741733,1,0,25,3644.357508619498,15417.894693682296,11278.882615537965,3360.1286170029016,723.9865120930367,6209.560116543486,-79.2767326329129,43.72431647810738
2641,235768.58599565903,211633.9911497609,36575.674851328906,30092.837775325635,384055.8424935309,0,338.6085346445025,5462.038924189061,1877.3594178361336,1662.7653157333214,0,0,8,554458.3862839707,534620.9197982652,42028.8772907876,325156.1671470725,711715.5003034996,0,1708.665876529873,11064.593125342915,4756.053704669864,2605.2940445973536,1,0,24,3317.972870811202,15915.039050829684,11536.954050577831,3858.13110852093,471.0215486359308,6196.412233213342,-79.27052770512134,43.72422273371543
2642,207282.2585457,216835.02436789067,23879.886182480022,0,406319.388003423,0,949.3161712620488,4900.641311331808,949.328064257645,0,0,0,7,545302.1190372065,536856.1960902109,42515.788602606626,2565.9128494122997,1086010.977835085,0,2337.068637818339,13488.134542650138,3184.292438265755,2379.773218389412,1,0,18,2992.4542619846784,16412.356905495708,11810.56410486802,4356.591210828448,647.7392445006844,6223.5369595483535,-79.26432280734979,43.72412865264931
2643,30029.420081042204,37952.089688595384,14195.263759004418,34170.91759337718,547654.6193383818,0,1116.220698676301,7923.927114241742,1846.252764100065,1057.1341548145024,0,0,12,248097.73513263324,255866.27640784511,49813.2250436818,79876.59324150313,1006052.1678031308,0,2877.282619053461,14802.250416186402,5641.355766519096,5323.797257141099,0,0,36,2595.365640291814,16909.832950012446,12098.6586109889,4855.367988731903,1057.010387107743,6290.4133417298835,-79.25811793970564,43.724034234913496
2644,59322.329365843034,20686.31168800607,12525.42394769832,99556.3903981466,256196.08654820375,0,895.1239933379561,4849.423677593721,1843.6140296235976,3825.92887152033,0,0,11,188764.9615014881,134772.51861023734,25656.5822667873,189679.34773581315,985997.5009253708,0,1532.7240187190996,15983.363051315237,6918.342762371052,6355.5717861072,0,0,36,2198.245905255141,17407.453621976445,12400.22805819741,5354.372944961112,1521.504448905683,6395.794534908145,-79.25191310229641,43.723939480512435
2645,122701.01240193647,74678.99304705308,2020.209505896084,81423.6408666987,283982.05855635135,0,0,4920.7303140413005,2921.087723334786,2010.5653195187049,0,0,13,306740.4804188416,260443.81723317207,72173.61189542699,225214.1051176004,793823.3052352536,0,1477.3340471198503,14693.998440573832,10144.992377679491,5171.202106795468,0,0,38,1809.8195875603867,17905.20686295524,12714.313650581673,5853.547724369217,2003.1676459118275,6537.818860729523,-79.24570829522946,43.72384438945062
2646,81853.18191973322,83398.00455100127,61783.298850872554,30.154320949455723,468939.6724420342,0,601.0846886064238,8546.734213117106,5490.556481734924,0,0,0,21,285393.573396622,246147.68714242405,122343.0689435734,160172.68818548627,1154621.4958000353,0,1439.8368735363183,18498.06813733253,10198.681196048485,1159.9806004110492,0,0,40,1434.1691631083925,18403.081916058676,13040.011016691024,6352.852295559909,2492.064494995077,6714.161390572866,-79.23950351861228,43.72374896173253
2647,2111.985716602223,928.6955670039132,101254.96114514358,0,560024.8129911135,0,1081.6460184575858,8762.067958576485,3751.054474976246,0,0,0,15,126729.92833304836,193145.90947413805,150567.9333924154,0,1470173.841301394,0,1694.2011869601984,20391.567571534575,8100.172442580883,0,0,0,31,994.445703303407,18762.767504744796,13376.471994717756,6852.258285917542,2984.642403504777,6922.19985998703,-79.23329877255227,43.72365319736269
2648,93334.9919079088,161670.21434525028,53025.24468837437,0,519525.1357814969,0,390.64499121381687,6307.738553577986,832.5574182726297,0,0,0,5,284006.3040391122,423873.2518405332,88186.17047882953,0,1244831.7332866187,0,1256.9365661439317,14152.095493813113,3652.84592486101,0,0,0,20,582.135832522753,19067.464829144406,13722.904894210076,7351.7450271800335,3479.3383144485015,7159.1716437418045,-79.22709405715688,43.72355709634562
2649,179191.55039070116,256709.1303048958,0,0,323288.57817169034,0,0,2458.242039726516,0,0,0,0,0,344957.66443892906,487553.3947856586,14996.82795442536,0,797558.0119053352,0,276.59577889764466,7100.0773212203385,562.2702137707516,0,0,0,2,206.92917318874203,19380.273103963147,14078.573594139098,7851.297107637637,3975.361610718762,7005.4769256253,-79.2208893725335,43.72346065868586
2650,64100.312671488675,74667.8621842383,0,0,99483.4553720653,0,0,359.62100119420666,0,0,0,0,0,319356.47582988907,364063.04561463743,0,0,284856.8495144688,0,0,1430.958226942027,0,0,0,0,0,110.06565109307604,19700.80597736379,14442.795787369008,8350.902801501761,4472.270649855906,6611.155843729888,-79.21468471878961,43.72336388438797
2651,0,0,0,0,0,0,0,0,0,0,0,0,0,113932.3741252348,110594.8739360869,0,0,27207.361086317334,0,0,67.0953332786198,0,0,0,0,0,544.2972707269594,20028.692586668614,14814.940629840616,8589.483529081583,4969.799754029406,6232.018631607001,-79.20848009603257,43.723266773456544
2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.881100147046,20363.577713771225,15194.426003497048,8772.201991267413,5467.779661318917,5871.007652806696,-79.20227550436984,43.72316932589615
2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377.1592128324344,20705.121778882505,15580.715557567204,8979.07724963069,5531.672938083401,5531.672938083401,-79.1960709439088,43.72307154171141
2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.1544064190066,21053.00069946997,15973.315654423905,9208.481347869898,5218.244927994535,5218.244927994535,-79.18986641475686,43.72297342090693
2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074.764378251115,21406.905638728553,16371.772314136471,9458.775249116836,4935.661532474991,4935.661532474991,-79.18366191702142,43.72287496348738
2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432.0561172014172,21766.542665268713,16775.668225617068,9728.346709104242,4689.50204155708,4689.50204155708,-79.17745745080992,43.72277616945736
2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798.647228576545,22131.63234315321,17184.619871444265,10015.639279236048,4485.76682768751,4485.76682768751,-79.17125301622973,43.722677038821594
2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3199.989676351921,22501.90926890516,17598.274797152404,10319.172963518437,4330.447859863466,4330.447859863466,-79.16504861338824,43.72257757158474
2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3565.9402634000517,22877.121569803712,18016.309043368045,10637.557573533742,4228.883221562178,4228.883221562178,-79.15884424239283,43.7224777677515
2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885.913887565798,23257.0303756331,18438.424749858772,10969.500061966455,4184.988403355988,4184.988403355988,-79.15263990335092,43.7223776273266
2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127.480889691833,23641.40927412449,18864.347933768087,11313.807143871483,4200.571695714554,4200.571695714554,-79.14643559636987,43.722277150314774
2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233.718568186141,24030.043758599222,19293.826439467943,11669.384412553682,4274.982714053027,4274.982714053027,-79.14023132155707,43.72217633672077
2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394.615720906376,24422.73067479835,19726.62805413971,12035.232986826144,4405.241405424513,4405.241405424513,-79.13402707901989,43.722075186549354
2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4603.612735433293,24819.277672552827,20162.53878102735,12410.444533795946,4586.592032727689,4586.592032727689,-79.12782286886569,43.721973699805304
2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4853.911291128035,25219.502666801414,20601.361261005914,12794.195324664002,4813.263041772568,4813.263041772568,-79.1216186912019,43.72187187649342
2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5140.236932930332,25623.23331147617,21042.9133324388,13185.739815607214,5079.190461471949,5079.190461471949,-79.11541454613581,43.7217697166185
2667,0,0,0,0,0,0,0,0,320.81919580918463,0,0,0,1,0,0,0,0,0,0,0,0,687.7679136516406,1657.440473856063,0,0,4,17244.26744498047,5316.043346853112,25598.746103592828,4219.37905125971,3360.0500790418196,4421.285857031347,-79.6429742673307,43.724750627010266
2668,0,0,0,0,0,0,0,0,244.45007328915247,0,0,0,1,0,0,0,0,0,0,0,0,545.6716450842796,0,0,0,4,16848.170356397786,5225.973448311482,25133.322856046732,3840.277736321595,3120.2855606919834,4036.085386125644,-79.63676822307181,43.72467676523296
2669,0,0,0,0,0,219.9904349288221,0,0,0,0,0,0,0,38252.32194099936,34309.277471403126,0,0,123829.42499515665,2906.1172216689733,0,2013.185422592965,849.9393609956245,0,0,0,2,16457.7204632276,5182.786904676969,24669.252795663084,3491.7483594844707,2946.5959049139033,3678.614122003763,-79.63056220248166,43.72460256659979
2670,114343.7800335302,93210.01283083356,0,0,129012.67921291594,2277.642415163519,0,2770.619531931256,1615.4235801230816,0,0,0,4,309207.18130764546,250247.39302280103,0,0,425411.76343580754,4731.730757091155,351.457018777592,7488.276130331867,2895.664277677483,0,0,0,11,16073.187007184946,5187.654741415039,24206.613749270477,3183.846748798859,2851.0827545772804,3357.740084210413,-79.62435620566787,43.72452803111428
2671,343877.28370804706,315026.6415138943,10501.26376665855,0,268268.9563542801,1362.6277860377256,0,5456.535213642923,2963.7043414769837,0,0,0,9,725747.0277221422,702626.0827724619,21274.782837615177,0,482124.96015941503,4433.882461787113,929.4117159270236,8242.084831821525,4588.997906933681,0,0,0,14,15695.072594300402,5240.443047392151,23745.48935938005,2929.4118238502333,2841.640075738143,3084.9043887328644,-79.61815023273802,43.72445315877993
2672,389620.9978818266,476114.50261905533,17643.359640623443,0,137647.29533911368,0,355.4358668448219,2323.7402984496457,2339.616860846385,0,0,0,5,846078.6963847582,915067.1388934064,21274.782837615177,0,352092.07850645564,615.8729492963357,1272.5830934528713,6438.805325568448,7293.8541116810575,0,0,0,14,15315.3270759166,5339.730793756921,23285.96960889715,2743.360557343753,2850.395974608225,2873.821793732611,-79.61194428379966,43.724377949600296
2673,320475.6566007176,421956.3258819829,14539.947198227048,0,97284.4243958355,0,148.88269824505926,1924.390384089731,1142.8855287391852,0,0,0,3,683239.1293109366,828971.8859288006,63718.71884099663,0,201095.32329383527,0,3765.3258570394178,4352.366687695828,9479.747738667367,0,0,0,18,14941.91578256627,5482.992482817291,22828.151399895207,2640.1895124148964,2738.807827621738,2738.807827621738,-79.60573835896042,43.724302403578925
2674,321126.3830385074,323467.13646338054,43787.15325969587,6613.481787565164,109586.37850854138,0,1901.1217518842047,2658.846972706707,2983.275661682309,0,0,0,7,599399.1976651478,665634.637522558,43787.15325969587,44459.32872884814,343725.7832867198,0,4433.016361073277,7001.594647923393,8365.123653515435,0,0,0,18,14576.09176234475,5666.894050841917,22372.139192454957,2629.671875984136,2691.335157714788,2691.335157714788,-79.59953245832783,43.724226520719405
2675,367343.30059113656,350233.8821039354,5185.722018137574,24895.768588665873,229225.6419759082,0,1011.9378406522508,3749.729504766044,1578.482600059374,0,0,0,6,545315.1531103461,542706.9171759502,43787.15325969587,53727.37076362502,822709.8414048955,0,4577.431645737026,12418.995741977244,5656.759194659956,0,0,0,17,14218.440662579727,5887.628537900544,21918.045710250924,2712.88549135749,2735.9644635231048,2735.9644635231048,-79.59332658200952,43.72415030102531
2676,169087.88390249872,184059.0094324081,0,0,591546.6614508601,0,953.127943646646,7694.959531070959,1612.9847204180542,0,0,0,8,551335.4298753376,537641.5804585845,0,89153.48956005066,1225649.6531342987,0,1575.110455808892,17038.999640436803,3281.1610990133167,0,0,0,14,13862.903715358652,6141.2255631212865,21465.992720270675,2881.7219163364107,2868.3999303044184,2868.3999303044184,-79.58712073011301,43.72407374450025
2677,72862.6311134724,78369.3427174585,0,14002.48443485843,652937.2805269778,0,639.6888169739688,8736.340169064346,1584.2446785083127,0,0,0,7,341714.1218263024,369443.14050394355,0,244942.08148732505,1285855.886303335,0,2436.2576435704823,17674.56464276675,3953.027235573061,0,0,0,21,13515.10881366282,6423.794286398742,21016.11189484794,3122.322007251901,3077.325912977002,3077.325912977002,-79.5809149027459,43.72399685114786
2678,60037.325794982375,64365.33779205172,0,61543.85623144089,506034.9710520911,0,941.728921746693,6918.367448185853,1509.9219040728103,0,0,0,9,219409.8869816359,201527.19498086628,0,319248.1587870972,1261447.0113830075,0,1562.7595297438374,19209.731265788745,3748.64086888556,0,0,0,27,13177.028180073989,6731.687355396556,20568.545764997973,3419.571351916277,3348.4550749845844,3348.4550749845844,-79.57470910001577,43.723919620971735
2679,44760.790406809305,47294.272716795094,0,13544.765085542447,565561.6173760542,0,806.0058906142115,7534.178391555172,1978.5209150029984,0,0,0,15,120364.715661688,99181.31609371467,0,203148.69890949945,1422346.2830184458,0,2202.6020547668286,20503.667073468547,4474.426710072175,0,0,0,30,12849.451907813554,7061.593040358273,20123.448774921468,3760.058742190098,3176.1467507500915,3668.019629677203,-79.56850332203015,43.723842053975574
2680,122425.3268049609,73126.79400501586,0,0,544524.5946319198,0,894.1792428503024,7534.5358256291665,2083.0710559921904,0,0,0,17,397133.5087623109,307640.6136511216,0,6969.122461040504,1173695.4700809233,0,1940.9548211952604,18282.577897247535,4131.35077219544,0,0,0,28,12533.266015047611,7410.57203490229,19680.988448422184,4133.112054928934,2692.3487943668897,4024.4980579209114,-79.56229756889662,43.72376415016302
2681,239035.6959936596,132244.42828748553,0,0,215387.10451530723,0,1252.3262698311444,6114.894974707793,2412.0394709935954,0,0,0,20,599914.1174194275,501187.6027006888,6862.386974783789,0,791833.3077376379,0,2652.773823739099,15128.345219001105,5293.79851985535,0,0,0,33,12229.35401714631,7494.57426086628,19241.34667888375,4530.694071825346,2215.756276931462,4408.945591943401,-79.55609184072276,43.72368590953776
2682,308968.481934702,268707.43966389215,0,0,83290.73597952822,0,1055.8765465874562,4839.775561348022,2329.0203554843856,0,0,0,17,969504.6378735832,928352.3843723258,4529.802913960113,0,393001.3693781907,0,2400.2389235302667,9776.73141073784,5454.309199087733,0,0,0,28,11938.65328876877,7017.523391879841,18804.721155258725,4946.894206100654,1752.2584646652977,4814.66695081075,-79.54988613761608,43.7236073321035
2683,521746.4351061948,534624.8891655455,0,0,38824.60778664032,0,653.8807243417893,2180.8920876664097,1095.0873657606862,0,0,0,6,912936.25946896,978017.7557270648,0,0,313971.6938465809,0,3484.221567618855,9394.492879474845,6410.485626510521,0,0,0,29,11661.74291664774,6543.899889173888,18371.326937298192,5377.391170467918,1315.7672952399923,5124.494865006939,-79.5436804596842,43.723528417863946
2684,299798.23020363087,311094.88237420097,0,0,65756.5330441029,0,923.3268800473516,4955.818552892235,1474.2035328287238,0,0,0,9,698224.4088568793,791896.5509393146,0,90593.69185091696,157315.9185675371,0,3245.206311810028,9953.180608037028,5250.571417492894,2625.3647758022125,0,0,22,11399.716988467524,6074.505491270671,17941.398193762863,5819.012743936997,944.4985036804144,4787.980107659176,-79.5374748070346,43.72344916682285
2685,15952.285786315331,18841.714189314283,0,240001.04457475897,72780.62072179932,0,375.9057957062182,5993.7655400399435,1426.435105910388,2540.082740163645,0,0,8,185370.71974035684,191556.05191258388,0,670504.9235613365,192838.0189097532,2272.949198726796,1964.9631635826645,14213.70326099203,5555.058773510755,4477.1743618367545,3,0,29,11149.119306153509,5610.401783065416,17515.190117643964,5450.204151692437,743.5800371753295,4482.082038650858,-79.53126917977487,43.723369578983935
2686,2573.58182355389,0,0,485677.4939853263,110712.54838912912,2518.0552023182954,0,5760.009894165288,1951.0340430922697,2549.0555160424083,2,0,10,99280.22482041037,90003.62593406287,0,794950.0741859686,452045.8384432201,5251.678837589599,1002.5051746966082,14431.775762271198,4313.858337677845,4276.984934515478,2,0,26,10906.661992682482,5153.018471863601,17092.981032203294,5007.8340051778305,547.6684377323917,4213.474254229199,-79.52506357801255,43.723289654350985
2687,79361.30034318008,77153.23425222933,4319.016024371609,148057.912561149,373277.1612080439,2442.329535375637,243.53456029709565,6814.887165180555,1405.009549919216,0,2,0,7,195250.92085816857,182834.72014828853,135929.82943462394,559118.9212464436,649884.2541800869,8365.75451035271,1679.8271548898106,12341.898897936368,4581.4345021601675,587.1190594900232,2,0,25,10681.835255431772,4704.316164472337,16675.074700801903,4577.343940726922,368.1850813004663,3989.695625095971,-79.51885800185518,43.72320939292776
